39,null,null, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States, <=50K
50,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36,null,null, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
45,null,null, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
23,null,null, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,38, United-States, <=50K
37,null,null, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
38,null,null, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
27,null,null, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
29,null,null, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
45,null,null, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41,null,null, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1887,55, United-States, >50K
38,null,null, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
27,null,null, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51,null,null, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, ?, <=50K
44,null,null, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33,null,null, Masters,14, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Nicaragua, <=50K
28,null,null, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,40, United-States, >50K
32,null,null, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
43,null,null, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
45,null,null, HS-grad,9, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
52,null,null, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, United-States, >50K
24,null,null, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
19,null,null, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
47,null,null, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53,null,null, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States, >50K
31,null,null, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30,null,null, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56,null,null, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49,null,null, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38,null,null, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19,null,null, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States, <=50K
39,null,null, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38,null,null, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47,null,null, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, >50K
58,null,null, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27,null,null, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,2174,0,40, United-States, <=50K
59,null,null, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
24,null,null, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K
42,null,null, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2407,0,40, United-States, <=50K
53,null,null, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35,null,null, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
36,null,null, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, China, >50K
26,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
33,null,null, 9th,5, Separated, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
29,null,null, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43,null,null, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35,null,null, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
48,null,null, Bachelors,13, Married-spouse-absent, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,36, Philippines, >50K
45,null,null, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43,null,null, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
27,null,null, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
21,null,null, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
63,null,null, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States, <=50K
39,null,null, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
52,null,null, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,55, United-States, >50K
41,null,null, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
48,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,70, United-States, >50K
27,null,null, 11th,7, Divorced, ?, Unmarried, White, Female,0,0,35, United-States, <=50K
53,null,null, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,1092,40, United-States, <=50K
33,null,null, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37,null,null, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
18,null,null, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
43,null,null, Doctorate,16, Separated, Prof-specialty, Unmarried, Black, Female,0,0,24, United-States, >50K
20,null,null, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47,null,null, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36,null,null, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
41,null,null, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,45, United-States, >50K
67,null,null, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,1797,0,40, United-States, <=50K
38,null,null, Bachelors,13, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
47,null,null, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,25, United-States, <=50K
39,null,null, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34,null,null, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,35, ?, <=50K
36,null,null, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
24,null,null, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
50,null,null, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, <=50K
21,null,null, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,1055,0,30, United-States, <=50K
21,null,null, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,50, Mexico, <=50K
40,null,null, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19,null,null, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
38,null,null, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
34,null,null, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44,null,null, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
20,null,null, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
44,null,null, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,1564,55, England, >50K
49,null,null, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,594,0,10, United-States, <=50K
45,null,null, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24,null,null, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34,null,null, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58,null,null, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, >50K
39,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22,null,null, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38,null,null, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
32,null,null, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
45,null,null, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
23,null,null, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States, <=50K
35,null,null, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
52,null,null, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
55,null,null, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23,null,null, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
22,null,null, Bachelors,13, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,2885,0,25, United-States, <=50K
27,null,null, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24,null,null, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
21,null,null, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49,null,null, Bachelors,13, Divorced, Sales, Other-relative, White, Female,0,0,35, United-States, <=50K
32,null,null, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64,null,null, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
37,null,null, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
61,null,null, 7th-8th,4, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
44,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
53,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
43,null,null, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
60,null,null, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
23,null,null, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
25,null,null, Masters,14, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
29,null,null, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51,null,null, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, England, <=50K
47,null,null, 1st-4th,2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,12, Mexico, <=50K
20,null,null, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
25,null,null, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, Poland, >50K
27,null,null, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23,null,null, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18,null,null, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,27, United-States, <=50K
23,null,null, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,32, United-States, <=50K
59,null,null, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
46,null,null, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
66,null,null, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
46,null,null, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, United-States, >50K
36,null,null, 11th,7, Never-married, Other-service, Unmarried, White, Female,0,0,23, United-States, <=50K
44,null,null, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
17,null,null, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
27,null,null, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
32,null,null, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53,null,null, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22,null,null, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,98, United-States, <=50K
30,null,null, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47,null,null, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2002,30, United-States, <=50K
68,null,null, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39,null,null, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22,null,null, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
62,null,null, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,6418,0,40, United-States, >50K
20,null,null, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
21,null,null, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,38, Jamaica, <=50K
34,null,null, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,50, ?, <=50K
30,null,null, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
25,null,null, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23,null,null, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States, <=50K
40,null,null, Bachelors,13, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
26,null,null, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57,null,null, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36,null,null, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43,null,null, Some-college,10, Divorced, ?, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49,null,null, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32,null,null, Some-college,10, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59,null,null, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
42,null,null, Bachelors,13, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
37,null,null, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
40,null,null, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
47,null,null, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
56,null,null, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30,null,null, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42,null,null, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21,null,null, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
21,null,null, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
47,null,null, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
22,null,null, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
35,null,null, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,14344,0,40, United-States, >50K
41,null,null, 11th,7, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,40, United-States, <=50K
43,null,null, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,53, United-States, <=50K
60,null,null, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
73,null,null, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
90,null,null, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, England, >50K
62,null,null, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
28,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45,null,null, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19,null,null, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
30,null,null, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
19,null,null, 12th,8, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,52, United-States, <=50K
23,null,null, Some-college,10, Never-married, Other-service, Own-child, Black, Male,2202,0,80, United-States, <=50K
22,null,null, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
19,null,null, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,28, United-States, <=50K
45,null,null, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,2080,40, Philippines, <=50K
26,null,null, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
42,null,null, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,99999,0,40, United-States, >50K
62,null,null, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
61,null,null, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34,null,null, Bachelors,13, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1564,60, United-States, >50K
22,null,null, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,53, United-States, <=50K
56,null,null, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32,null,null, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24,null,null, Some-college,10, Never-married, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
26,null,null, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32,null,null, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,1669,45, United-States, <=50K
58,null,null, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Male,0,1876,40, United-States, <=50K
25,null,null, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
23,null,null, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
23,null,null, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
54,null,null, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28,null,null, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
35,null,null, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30,null,null, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
23,null,null, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42,null,null, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
72,null,null, 10th,6, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
21,null,null, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37,null,null, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54,null,null, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
58,null,null, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,1980,45, United-States, <=50K
32,null,null, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
65,null,null, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
22,null,null, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, ?, <=50K
52,null,null, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?, >50K
65,null,null, 10th,6, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
33,null,null, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
35,null,null, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,6497,0,65, United-States, <=50K
27,null,null, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34,null,null, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,42, United-States, <=50K
53,null,null, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
23,null,null, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
43,null,null, Doctorate,16, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
58,null,null, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,3908,0,40, United-States, <=50K
38,null,null, 10th,6, Separated, Adm-clerical, Unmarried, White, Male,0,3770,40, United-States, <=50K
26,null,null, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
60,null,null, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28,null,null, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1672,50, United-States, <=50K
33,null,null, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
29,null,null, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54,null,null, Doctorate,16, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
41,null,null, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, United-States, <=50K
63,null,null, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
31,null,null, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,27, United-States, <=50K
23,null,null, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
31,null,null, Some-college,10, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,40, ?, <=50K
41,null,null, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51,null,null, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
59,null,null, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23,null,null, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
24,null,null, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
67,null,null, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
65,null,null, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
47,null,null, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21,null,null, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
38,null,null, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
55,null,null, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39,null,null, Masters,14, Divorced, Prof-specialty, Own-child, White, Female,1506,0,40, United-States, <=50K
24,null,null, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,50, Portugal, >50K
24,null,null, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
38,null,null, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
19,null,null, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
32,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
63,null,null, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18,null,null, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
36,null,null, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
41,null,null, Bachelors,13, Divorced, Transport-moving, Own-child, Black, Male,6497,0,40, United-States, <=50K
57,null,null, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
48,null,null, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44,null,null, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,1504,40, United-States, <=50K
25,null,null, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
48,null,null, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
