83, Federal-gov, Masters
57, State-gov, Preschool
57, State-gov, 11th
57, State-gov, Doctorate
57, State-gov, 9th
57, State-gov, Assoc-acdm
18, Federal-gov, Masters
18, Federal-gov, Assoc-voc
18, Federal-gov, Bachelors
18, Federal-gov, 10th
18, Federal-gov, 1st-4th
18, Federal-gov, Prof-school
18, Federal-gov, HS-grad
18, Federal-gov, 7th-8th
18, Federal-gov, 12th
18, Federal-gov, Some-college
18, Federal-gov, 5th-6th
18, Federal-gov, Preschool
18, Federal-gov, 11th
18, Federal-gov, Doctorate
18, Federal-gov, 9th
18, Federal-gov, Assoc-acdm
18, ?, Masters
18, ?, Assoc-voc
18, ?, Bachelors
18, ?, 10th
18, ?, 1st-4th
18, ?, Prof-school
18, ?, HS-grad
18, ?, 7th-8th
18, ?, 12th
18, ?, Some-college
18, ?, 5th-6th
18, ?, Preschool
18, ?, 11th
18, ?, Doctorate
18, ?, 9th
18, ?, Assoc-acdm
18, Self-emp-not-inc, Masters
18, Self-emp-not-inc, Assoc-voc
18, Self-emp-not-inc, Bachelors
18, Self-emp-not-inc, 10th
18, Self-emp-not-inc, 1st-4th
18, Self-emp-not-inc, Prof-school
18, Self-emp-not-inc, HS-grad
18, Self-emp-not-inc, 7th-8th
18, Self-emp-not-inc, 12th
18, Self-emp-not-inc, Some-college
18, Self-emp-not-inc, 5th-6th
18, Self-emp-not-inc, Preschool
18, Self-emp-not-inc, 11th
18, Self-emp-not-inc, Doctorate
18, Self-emp-not-inc, 9th
18, Self-emp-not-inc, Assoc-acdm
18, Never-worked, Masters
18, Never-worked, Assoc-voc
18, Never-worked, Bachelors
18, Never-worked, 10th
18, Never-worked, 1st-4th
18, Never-worked, Prof-school
18, Never-worked, HS-grad
18, Never-worked, 7th-8th
18, Never-worked, 12th
18, Never-worked, Some-college
18, Never-worked, 5th-6th
18, Never-worked, Preschool
18, Never-worked, 11th
18, Never-worked, Doctorate
18, Never-worked, 9th
18, Never-worked, Assoc-acdm
18, Local-gov, Masters
18, Local-gov, Assoc-voc
18, Local-gov, Bachelors
18, Local-gov, 10th
18, Local-gov, 1st-4th
18, Local-gov, Prof-school
18, Local-gov, HS-grad
18, Local-gov, 7th-8th
18, Local-gov, 12th
18, Local-gov, Some-college
18, Local-gov, 5th-6th
18, Local-gov, Preschool
18, Local-gov, 11th
18, Local-gov, Doctorate
18, Local-gov, 9th
18, Local-gov, Assoc-acdm
18, Private, Masters
18, Private, Assoc-voc
18, Private, Bachelors
18, Private, 10th
18, Private, 1st-4th
18, Private, Prof-school
18, Private, HS-grad
18, Private, 7th-8th
18, Private, 12th
18, Private, Some-college
18, Private, 5th-6th
18, Private, Preschool
18, Private, 11th
18, Private, Doctorate
18, Private, 9th
18, Private, Assoc-acdm
18, Without-pay, Masters
18, Without-pay, Assoc-voc
18, Without-pay, Bachelors
18, Without-pay, 10th
18, Without-pay, 1st-4th
18, Without-pay, Prof-school
18, Without-pay, HS-grad
18, Without-pay, 7th-8th
18, Without-pay, 12th
18, Without-pay, Some-college
18, Without-pay, 5th-6th
18, Without-pay, Preschool
18, Without-pay, 11th
18, Without-pay, Doctorate
18, Without-pay, 9th
18, Without-pay, Assoc-acdm
18, Self-emp-inc, Masters
18, Self-emp-inc, Assoc-voc
18, Self-emp-inc, Bachelors
18, Self-emp-inc, 10th
18, Self-emp-inc, 1st-4th
18, Self-emp-inc, Prof-school
18, Self-emp-inc, HS-grad
18, Self-emp-inc, 7th-8th
18, Self-emp-inc, 12th
18, Self-emp-inc, Some-college
18, Self-emp-inc, 5th-6th
18, Self-emp-inc, Preschool
18, Self-emp-inc, 11th
18, Self-emp-inc, Doctorate
18, Self-emp-inc, 9th
18, Self-emp-inc, Assoc-acdm
18, State-gov, Masters
18, State-gov, Assoc-voc
18, State-gov, Bachelors
18, State-gov, 10th
18, State-gov, 1st-4th
18, State-gov, Prof-school
18, State-gov, HS-grad
18, State-gov, 7th-8th
18, State-gov, 12th
18, State-gov, Some-college
18, State-gov, 5th-6th
18, State-gov, Preschool
18, State-gov, 11th
18, State-gov, Doctorate
18, State-gov, 9th
18, State-gov, Assoc-acdm
27, Federal-gov, Masters
27, Federal-gov, Assoc-voc
27, Federal-gov, Bachelors
27, Federal-gov, 10th
27, Federal-gov, 1st-4th
27, Federal-gov, Prof-school
27, Federal-gov, HS-grad
27, Federal-gov, 7th-8th
27, Federal-gov, 12th
27, Federal-gov, Some-college
27, Federal-gov, 5th-6th
27, Federal-gov, Preschool
27, Federal-gov, 11th
27, Federal-gov, Doctorate
27, Federal-gov, 9th
27, Federal-gov, Assoc-acdm
27, ?, Masters
27, ?, Assoc-voc
27, ?, Bachelors
27, ?, 10th
27, ?, 1st-4th
27, ?, Prof-school
27, ?, HS-grad
27, ?, 7th-8th
27, ?, 12th
27, ?, Some-college
27, ?, 5th-6th
27, ?, Preschool
27, ?, 11th
27, ?, Doctorate
27, ?, 9th
27, ?, Assoc-acdm
27, Self-emp-not-inc, Masters
27, Self-emp-not-inc, Assoc-voc
27, Self-emp-not-inc, Bachelors
27, Self-emp-not-inc, 10th
27, Self-emp-not-inc, 1st-4th
27, Self-emp-not-inc, Prof-school
27, Self-emp-not-inc, HS-grad
27, Self-emp-not-inc, 7th-8th
27, Self-emp-not-inc, 12th
27, Self-emp-not-inc, Some-college
27, Self-emp-not-inc, 5th-6th
27, Self-emp-not-inc, Preschool
27, Self-emp-not-inc, 11th
27, Self-emp-not-inc, Doctorate
27, Self-emp-not-inc, 9th
27, Self-emp-not-inc, Assoc-acdm
27, Never-worked, Masters
27, Never-worked, Assoc-voc
27, Never-worked, Bachelors
27, Never-worked, 10th
27, Never-worked, 1st-4th
27, Never-worked, Prof-school
27, Never-worked, HS-grad
27, Never-worked, 7th-8th
27, Never-worked, 12th
27, Never-worked, Some-college
27, Never-worked, 5th-6th
27, Never-worked, Preschool
27, Never-worked, 11th
27, Never-worked, Doctorate
27, Never-worked, 9th
27, Never-worked, Assoc-acdm
27, Local-gov, Masters
27, Local-gov, Assoc-voc
27, Local-gov, Bachelors
27, Local-gov, 10th
27, Local-gov, 1st-4th
27, Local-gov, Prof-school
27, Local-gov, HS-grad
27, Local-gov, 7th-8th
27, Local-gov, 12th
27, Local-gov, Some-college
27, Local-gov, 5th-6th
27, Local-gov, Preschool
27, Local-gov, 11th
27, Local-gov, Doctorate
27, Local-gov, 9th
27, Local-gov, Assoc-acdm
27, Private, Masters
27, Private, Assoc-voc
27, Private, Bachelors
27, Private, 10th
27, Private, 1st-4th
27, Private, Prof-school
27, Private, HS-grad
27, Private, 7th-8th
27, Private, 12th
27, Private, Some-college
27, Private, 5th-6th
27, Private, Preschool
27, Private, 11th
27, Private, Doctorate
27, Private, 9th
27, Private, Assoc-acdm
27, Without-pay, Masters
27, Without-pay, Assoc-voc
27, Without-pay, Bachelors
27, Without-pay, 10th
27, Without-pay, 1st-4th
27, Without-pay, Prof-school
27, Without-pay, HS-grad
27, Without-pay, 7th-8th
27, Without-pay, 12th
27, Without-pay, Some-college
27, Without-pay, 5th-6th
27, Without-pay, Preschool
27, Without-pay, 11th
27, Without-pay, Doctorate
27, Without-pay, 9th
27, Without-pay, Assoc-acdm
27, Self-emp-inc, Masters
27, Self-emp-inc, Assoc-voc
27, Self-emp-inc, Bachelors
27, Self-emp-inc, 10th
27, Self-emp-inc, 1st-4th
27, Self-emp-inc, Prof-school
27, Self-emp-inc, HS-grad
27, Self-emp-inc, 7th-8th
27, Self-emp-inc, 12th
27, Self-emp-inc, Some-college
27, Self-emp-inc, 5th-6th
27, Self-emp-inc, Preschool
27, Self-emp-inc, 11th
27, Self-emp-inc, Doctorate
27, Self-emp-inc, 9th
27, Self-emp-inc, Assoc-acdm
27, State-gov, Masters
27, State-gov, Assoc-voc
27, State-gov, Bachelors
27, State-gov, 10th
27, State-gov, 1st-4th
27, State-gov, Prof-school
27, State-gov, HS-grad
27, State-gov, 7th-8th
27, State-gov, 12th
27, State-gov, Some-college
27, State-gov, 5th-6th
27, State-gov, Preschool
27, State-gov, 11th
27, State-gov, Doctorate
27, State-gov, 9th
27, State-gov, Assoc-acdm
65, Federal-gov, Masters
65, Federal-gov, Assoc-voc
65, Federal-gov, Bachelors
65, Federal-gov, 10th
65, Federal-gov, 1st-4th
65, Federal-gov, Prof-school
65, Federal-gov, HS-grad
65, Federal-gov, 7th-8th
65, Federal-gov, 12th
65, Federal-gov, Some-college
65, Federal-gov, 5th-6th
65, Federal-gov, Preschool
65, Federal-gov, 11th
65, Federal-gov, Doctorate
65, Federal-gov, 9th
65, Federal-gov, Assoc-acdm
65, ?, Masters
65, ?, Assoc-voc
65, ?, Bachelors
65, ?, 10th
65, ?, 1st-4th
65, ?, Prof-school
65, ?, HS-grad
65, ?, 7th-8th
65, ?, 12th
65, ?, Some-college
65, ?, 5th-6th
65, ?, Preschool
65, ?, 11th
65, ?, Doctorate
65, ?, 9th
65, ?, Assoc-acdm
65, Self-emp-not-inc, Masters
65, Self-emp-not-inc, Assoc-voc
65, Self-emp-not-inc, Bachelors
65, Self-emp-not-inc, 10th
65, Self-emp-not-inc, 1st-4th
65, Self-emp-not-inc, Prof-school
65, Self-emp-not-inc, HS-grad
65, Self-emp-not-inc, 7th-8th
65, Self-emp-not-inc, 12th
65, Self-emp-not-inc, Some-college
65, Self-emp-not-inc, 5th-6th
65, Self-emp-not-inc, Preschool
65, Self-emp-not-inc, 11th
65, Self-emp-not-inc, Doctorate
65, Self-emp-not-inc, 9th
65, Self-emp-not-inc, Assoc-acdm
65, Never-worked, Masters
65, Never-worked, Assoc-voc
65, Never-worked, Bachelors
65, Never-worked, 10th
65, Never-worked, 1st-4th
65, Never-worked, Prof-school
65, Never-worked, HS-grad
65, Never-worked, 7th-8th
65, Never-worked, 12th
65, Never-worked, Some-college
65, Never-worked, 5th-6th
65, Never-worked, Preschool
65, Never-worked, 11th
65, Never-worked, Doctorate
65, Never-worked, 9th
65, Never-worked, Assoc-acdm
65, Local-gov, Masters
65, Local-gov, Assoc-voc
65, Local-gov, Bachelors
65, Local-gov, 10th
65, Local-gov, 1st-4th
65, Local-gov, Prof-school
65, Local-gov, HS-grad
65, Local-gov, 7th-8th
65, Local-gov, 12th
65, Local-gov, Some-college
65, Local-gov, 5th-6th
65, Local-gov, Preschool
65, Local-gov, 11th
65, Local-gov, Doctorate
65, Local-gov, 9th
65, Local-gov, Assoc-acdm
65, Private, Masters
65, Private, Assoc-voc
65, Private, Bachelors
65, Private, 10th
65, Private, 1st-4th
65, Private, Prof-school
65, Private, HS-grad
65, Private, 7th-8th
65, Private, 12th
65, Private, Some-college
65, Private, 5th-6th
65, Private, Preschool
65, Private, 11th
65, Private, Doctorate
65, Private, 9th
65, Private, Assoc-acdm
65, Without-pay, Masters
65, Without-pay, Assoc-voc
65, Without-pay, Bachelors
65, Without-pay, 10th
65, Without-pay, 1st-4th
65, Without-pay, Prof-school
65, Without-pay, HS-grad
65, Without-pay, 7th-8th
65, Without-pay, 12th
65, Without-pay, Some-college
65, Without-pay, 5th-6th
65, Without-pay, Preschool
65, Without-pay, 11th
65, Without-pay, Doctorate
65, Without-pay, 9th
65, Without-pay, Assoc-acdm
65, Self-emp-inc, Masters
65, Self-emp-inc, Assoc-voc
65, Self-emp-inc, Bachelors
65, Self-emp-inc, 10th
65, Self-emp-inc, 1st-4th
65, Self-emp-inc, Prof-school
65, Self-emp-inc, HS-grad
65, Self-emp-inc, 7th-8th
65, Self-emp-inc, 12th
65, Self-emp-inc, Some-college
65, Self-emp-inc, 5th-6th
65, Self-emp-inc, Preschool
65, Self-emp-inc, 11th
65, Self-emp-inc, Doctorate
65, Self-emp-inc, 9th
65, Self-emp-inc, Assoc-acdm
65, State-gov, Masters
65, State-gov, Assoc-voc
65, State-gov, Bachelors
65, State-gov, 10th
65, State-gov, 1st-4th
65, State-gov, Prof-school
65, State-gov, HS-grad
65, State-gov, 7th-8th
65, State-gov, 12th
65, State-gov, Some-college
65, State-gov, 5th-6th
65, State-gov, Preschool
65, State-gov, 11th
65, State-gov, Doctorate
65, State-gov, 9th
65, State-gov, Assoc-acdm
28, Federal-gov, Masters
28, Federal-gov, Assoc-voc
28, Federal-gov, Bachelors
28, Federal-gov, 10th
28, Federal-gov, 1st-4th
28, Federal-gov, Prof-school
28, Federal-gov, HS-grad
28, Federal-gov, 7th-8th
28, Federal-gov, 12th
28, Federal-gov, Some-college
28, Federal-gov, 5th-6th
28, Federal-gov, Preschool
28, Federal-gov, 11th
28, Federal-gov, Doctorate
28, Federal-gov, 9th
28, Federal-gov, Assoc-acdm
28, ?, Masters
28, ?, Assoc-voc
28, ?, Bachelors
28, ?, 10th
28, ?, 1st-4th
28, ?, Prof-school
28, ?, HS-grad
28, ?, 7th-8th
28, ?, 12th
28, ?, Some-college
28, ?, 5th-6th
28, ?, Preschool
28, ?, 11th
28, ?, Doctorate
28, ?, 9th
28, ?, Assoc-acdm
28, Self-emp-not-inc, Masters
28, Self-emp-not-inc, Assoc-voc
28, Self-emp-not-inc, Bachelors
28, Self-emp-not-inc, 10th
28, Self-emp-not-inc, 1st-4th
28, Self-emp-not-inc, Prof-school
28, Self-emp-not-inc, HS-grad
28, Self-emp-not-inc, 7th-8th
28, Self-emp-not-inc, 12th
28, Self-emp-not-inc, Some-college
28, Self-emp-not-inc, 5th-6th
28, Self-emp-not-inc, Preschool
28, Self-emp-not-inc, 11th
28, Self-emp-not-inc, Doctorate
28, Self-emp-not-inc, 9th
28, Self-emp-not-inc, Assoc-acdm
28, Never-worked, Masters
28, Never-worked, Assoc-voc
28, Never-worked, Bachelors
28, Never-worked, 10th
28, Never-worked, 1st-4th
28, Never-worked, Prof-school
28, Never-worked, HS-grad
28, Never-worked, 7th-8th
28, Never-worked, 12th
28, Never-worked, Some-college
28, Never-worked, 5th-6th
28, Never-worked, Preschool
28, Never-worked, 11th
28, Never-worked, Doctorate
28, Never-worked, 9th
28, Never-worked, Assoc-acdm
28, Local-gov, Masters
28, Local-gov, Assoc-voc
28, Local-gov, Bachelors
28, Local-gov, 10th
28, Local-gov, 1st-4th
28, Local-gov, Prof-school
28, Local-gov, HS-grad
28, Local-gov, 7th-8th
28, Local-gov, 12th
28, Local-gov, Some-college
28, Local-gov, 5th-6th
28, Local-gov, Preschool
28, Local-gov, 11th
28, Local-gov, Doctorate
28, Local-gov, 9th
28, Local-gov, Assoc-acdm
28, Private, Masters
28, Private, Assoc-voc
28, Private, Bachelors
28, Private, 10th
28, Private, 1st-4th
28, Private, Prof-school
28, Private, HS-grad
28, Private, 7th-8th
28, Private, 12th
28, Private, Some-college
28, Private, 5th-6th
28, Private, Preschool
28, Private, 11th
28, Private, Doctorate
28, Private, 9th
28, Private, Assoc-acdm
28, Without-pay, Masters
28, Without-pay, Assoc-voc
28, Without-pay, Bachelors
28, Without-pay, 10th
28, Without-pay, 1st-4th
28, Without-pay, Prof-school
28, Without-pay, HS-grad
28, Without-pay, 7th-8th
28, Without-pay, 12th
28, Without-pay, Some-college
28, Without-pay, 5th-6th
28, Without-pay, Preschool
28, Without-pay, 11th
28, Without-pay, Doctorate
28, Without-pay, 9th
28, Without-pay, Assoc-acdm
28, Self-emp-inc, Masters
28, Self-emp-inc, Assoc-voc
28, Self-emp-inc, Bachelors
28, Self-emp-inc, 10th
28, Self-emp-inc, 1st-4th
28, Self-emp-inc, Prof-school
28, Self-emp-inc, HS-grad
28, Self-emp-inc, 7th-8th
28, Self-emp-inc, 12th
28, Self-emp-inc, Some-college
28, Self-emp-inc, 5th-6th
28, Self-emp-inc, Preschool
28, Self-emp-inc, 11th
28, Self-emp-inc, Doctorate
28, Self-emp-inc, 9th
28, Self-emp-inc, Assoc-acdm
28, State-gov, Masters
28, State-gov, Assoc-voc
28, State-gov, Bachelors
28, State-gov, 10th
28, State-gov, 1st-4th
28, State-gov, Prof-school
28, State-gov, HS-grad
28, State-gov, 7th-8th
28, State-gov, 12th
28, State-gov, Some-college
28, State-gov, 5th-6th
28, State-gov, Preschool
28, State-gov, 11th
28, State-gov, Doctorate
28, State-gov, 9th
28, State-gov, Assoc-acdm
37, Federal-gov, Masters
37, Federal-gov, Assoc-voc
37, Federal-gov, Bachelors
37, Federal-gov, 10th
37, Federal-gov, 1st-4th
37, Federal-gov, Prof-school
37, Federal-gov, HS-grad
37, Federal-gov, 7th-8th
37, Federal-gov, 12th
37, Federal-gov, Some-college
37, Federal-gov, 5th-6th
37, Federal-gov, Preschool
37, Federal-gov, 11th
37, Federal-gov, Doctorate
37, Federal-gov, 9th
37, Federal-gov, Assoc-acdm
37, ?, Masters
37, ?, Assoc-voc
37, ?, Bachelors
37, ?, 10th
37, ?, 1st-4th
37, ?, Prof-school
37, ?, HS-grad
37, ?, 7th-8th
37, ?, 12th
37, ?, Some-college
37, ?, 5th-6th
37, ?, Preschool
37, ?, 11th
37, ?, Doctorate
37, ?, 9th
37, ?, Assoc-acdm
37, Self-emp-not-inc, Masters
37, Self-emp-not-inc, Assoc-voc
37, Self-emp-not-inc, Bachelors
37, Self-emp-not-inc, 10th
37, Self-emp-not-inc, 1st-4th
37, Self-emp-not-inc, Prof-school
37, Self-emp-not-inc, HS-grad
37, Self-emp-not-inc, 7th-8th
37, Self-emp-not-inc, 12th
37, Self-emp-not-inc, Some-college
37, Self-emp-not-inc, 5th-6th
37, Self-emp-not-inc, Preschool
37, Self-emp-not-inc, 11th
37, Self-emp-not-inc, Doctorate
37, Self-emp-not-inc, 9th
37, Self-emp-not-inc, Assoc-acdm
37, Never-worked, Masters
37, Never-worked, Assoc-voc
37, Never-worked, Bachelors
37, Never-worked, 10th
37, Never-worked, 1st-4th
37, Never-worked, Prof-school
37, Never-worked, HS-grad
37, Never-worked, 7th-8th
37, Never-worked, 12th
37, Never-worked, Some-college
37, Never-worked, 5th-6th
37, Never-worked, Preschool
37, Never-worked, 11th
37, Never-worked, Doctorate
37, Never-worked, 9th
37, Never-worked, Assoc-acdm
37, Local-gov, Masters
37, Local-gov, Assoc-voc
37, Local-gov, Bachelors
37, Local-gov, 10th
37, Local-gov, 1st-4th
37, Local-gov, Prof-school
37, Local-gov, HS-grad
37, Local-gov, 7th-8th
37, Local-gov, 12th
37, Local-gov, Some-college
37, Local-gov, 5th-6th
37, Local-gov, Preschool
37, Local-gov, 11th
37, Local-gov, Doctorate
37, Local-gov, 9th
37, Local-gov, Assoc-acdm
37, Private, Masters
37, Private, Assoc-voc
37, Private, Bachelors
37, Private, 10th
37, Private, 1st-4th
37, Private, Prof-school
37, Private, HS-grad
37, Private, 7th-8th
37, Private, 12th
37, Private, Some-college
37, Private, 5th-6th
37, Private, Preschool
37, Private, 11th
37, Private, Doctorate
37, Private, 9th
37, Private, Assoc-acdm
37, Without-pay, Masters
37, Without-pay, Assoc-voc
37, Without-pay, Bachelors
37, Without-pay, 10th
37, Without-pay, 1st-4th
37, Without-pay, Prof-school
37, Without-pay, HS-grad
37, Without-pay, 7th-8th
37, Without-pay, 12th
37, Without-pay, Some-college
37, Without-pay, 5th-6th
37, Without-pay, Preschool
37, Without-pay, 11th
37, Without-pay, Doctorate
37, Without-pay, 9th
37, Without-pay, Assoc-acdm
37, Self-emp-inc, Masters
37, Self-emp-inc, Assoc-voc
37, Self-emp-inc, Bachelors
37, Self-emp-inc, 10th
37, Self-emp-inc, 1st-4th
37, Self-emp-inc, Prof-school
37, Self-emp-inc, HS-grad
37, Self-emp-inc, 7th-8th
37, Self-emp-inc, 12th
37, Self-emp-inc, Some-college
37, Self-emp-inc, 5th-6th
37, Self-emp-inc, Preschool
37, Self-emp-inc, 11th
37, Self-emp-inc, Doctorate
37, Self-emp-inc, 9th
37, Self-emp-inc, Assoc-acdm
37, State-gov, Masters
37, State-gov, Assoc-voc
37, State-gov, Bachelors
37, State-gov, 10th
37, State-gov, 1st-4th
37, State-gov, Prof-school
37, State-gov, HS-grad
37, State-gov, 7th-8th
37, State-gov, 12th
37, State-gov, Some-college
37, State-gov, 5th-6th
37, State-gov, Preschool
37, State-gov, 11th
37, State-gov, Doctorate
37, State-gov, 9th
37, State-gov, Assoc-acdm
74, Federal-gov, Masters
74, Federal-gov, Assoc-voc
74, Federal-gov, Bachelors
74, Federal-gov, 10th
74, Federal-gov, 1st-4th
74, Federal-gov, Prof-school
74, Federal-gov, HS-grad
74, Federal-gov, 7th-8th
74, Federal-gov, 12th
74, Federal-gov, Some-college
74, Federal-gov, 5th-6th
74, Federal-gov, Preschool
74, Federal-gov, 11th
74, Federal-gov, Doctorate
74, Federal-gov, 9th
74, Federal-gov, Assoc-acdm
74, ?, Masters
74, ?, Assoc-voc
74, ?, Bachelors
74, ?, 10th
74, ?, 1st-4th
74, ?, Prof-school
74, ?, HS-grad
74, ?, 7th-8th
74, ?, 12th
74, ?, Some-college
74, ?, 5th-6th
74, ?, Preschool
74, ?, 11th
74, ?, Doctorate
74, ?, 9th
74, ?, Assoc-acdm
74, Self-emp-not-inc, Masters
74, Self-emp-not-inc, Assoc-voc
74, Self-emp-not-inc, Bachelors
74, Self-emp-not-inc, 10th
74, Self-emp-not-inc, 1st-4th
74, Self-emp-not-inc, Prof-school
74, Self-emp-not-inc, HS-grad
74, Self-emp-not-inc, 7th-8th
74, Self-emp-not-inc, 12th
74, Self-emp-not-inc, Some-college
74, Self-emp-not-inc, 5th-6th
74, Self-emp-not-inc, Preschool
74, Self-emp-not-inc, 11th
74, Self-emp-not-inc, Doctorate
74, Self-emp-not-inc, 9th
74, Self-emp-not-inc, Assoc-acdm
74, Never-worked, Masters
74, Never-worked, Assoc-voc
74, Never-worked, Bachelors
74, Never-worked, 10th
74, Never-worked, 1st-4th
74, Never-worked, Prof-school
74, Never-worked, HS-grad
74, Never-worked, 7th-8th
74, Never-worked, 12th
74, Never-worked, Some-college
74, Never-worked, 5th-6th
74, Never-worked, Preschool
74, Never-worked, 11th
74, Never-worked, Doctorate
74, Never-worked, 9th
74, Never-worked, Assoc-acdm
74, Local-gov, Masters
74, Local-gov, Assoc-voc
74, Local-gov, Bachelors
74, Local-gov, 10th
74, Local-gov, 1st-4th
74, Local-gov, Prof-school
74, Local-gov, HS-grad
74, Local-gov, 7th-8th
74, Local-gov, 12th
74, Local-gov, Some-college
74, Local-gov, 5th-6th
74, Local-gov, Preschool
74, Local-gov, 11th
74, Local-gov, Doctorate
74, Local-gov, 9th
74, Local-gov, Assoc-acdm
74, Private, Masters
74, Private, Assoc-voc
74, Private, Bachelors
74, Private, 10th
74, Private, 1st-4th
74, Private, Prof-school
74, Private, HS-grad
74, Private, 7th-8th
74, Private, 12th
74, Private, Some-college
74, Private, 5th-6th
74, Private, Preschool
74, Private, 11th
74, Private, Doctorate
74, Private, 9th
74, Private, Assoc-acdm
74, Without-pay, Masters
74, Without-pay, Assoc-voc
74, Without-pay, Bachelors
74, Without-pay, 10th
74, Without-pay, 1st-4th
74, Without-pay, Prof-school
74, Without-pay, HS-grad
74, Without-pay, 7th-8th
74, Without-pay, 12th
74, Without-pay, Some-college
74, Without-pay, 5th-6th
74, Without-pay, Preschool
74, Without-pay, 11th
74, Without-pay, Doctorate
74, Without-pay, 9th
74, Without-pay, Assoc-acdm
74, Self-emp-inc, Masters
74, Self-emp-inc, Assoc-voc
74, Self-emp-inc, Bachelors
74, Self-emp-inc, 10th
74, Self-emp-inc, 1st-4th
74, Self-emp-inc, Prof-school
74, Self-emp-inc, HS-grad
74, Self-emp-inc, 7th-8th
74, Self-emp-inc, 12th
74, Self-emp-inc, Some-college
74, Self-emp-inc, 5th-6th
74, Self-emp-inc, Preschool
74, Self-emp-inc, 11th
74, Self-emp-inc, Doctorate
74, Self-emp-inc, 9th
74, Self-emp-inc, Assoc-acdm
74, State-gov, Masters
74, State-gov, Assoc-voc
74, State-gov, Bachelors
74, State-gov, 10th
74, State-gov, 1st-4th
74, State-gov, Prof-school
74, State-gov, HS-grad
74, State-gov, 7th-8th
74, State-gov, 12th
74, State-gov, Some-college
74, State-gov, 5th-6th
74, State-gov, Preschool
74, State-gov, 11th
74, State-gov, Doctorate
74, State-gov, 9th
74, State-gov, Assoc-acdm
49, Federal-gov, Masters
49, Federal-gov, Assoc-voc
49, Federal-gov, Bachelors
49, Federal-gov, 10th
49, Federal-gov, 1st-4th
49, Federal-gov, Prof-school
49, Federal-gov, HS-grad
49, Federal-gov, 7th-8th
49, Federal-gov, 12th
49, Federal-gov, Some-college
49, Federal-gov, 5th-6th
49, Federal-gov, Preschool
49, Federal-gov, 11th
49, Federal-gov, Doctorate
49, Federal-gov, 9th
49, Federal-gov, Assoc-acdm
49, ?, Masters
49, ?, Assoc-voc
49, ?, Bachelors
49, ?, 10th
49, ?, 1st-4th
49, ?, Prof-school
49, ?, HS-grad
49, ?, 7th-8th
49, ?, 12th
49, ?, Some-college
49, ?, 5th-6th
49, ?, Preschool
49, ?, 11th
49, ?, Doctorate
49, ?, 9th
49, ?, Assoc-acdm
49, Self-emp-not-inc, Masters
49, Self-emp-not-inc, Assoc-voc
49, Self-emp-not-inc, Bachelors
49, Self-emp-not-inc, 10th
49, Self-emp-not-inc, 1st-4th
49, Self-emp-not-inc, Prof-school
49, Self-emp-not-inc, HS-grad
49, Self-emp-not-inc, 7th-8th
49, Self-emp-not-inc, 12th
49, Self-emp-not-inc, Some-college
49, Self-emp-not-inc, 5th-6th
49, Self-emp-not-inc, Preschool
49, Self-emp-not-inc, 11th
49, Self-emp-not-inc, Doctorate
49, Self-emp-not-inc, 9th
49, Self-emp-not-inc, Assoc-acdm
49, Never-worked, Masters
49, Never-worked, Assoc-voc
49, Never-worked, Bachelors
49, Never-worked, 10th
49, Never-worked, 1st-4th
49, Never-worked, Prof-school
49, Never-worked, HS-grad
49, Never-worked, 7th-8th
49, Never-worked, 12th
49, Never-worked, Some-college
49, Never-worked, 5th-6th
49, Never-worked, Preschool
49, Never-worked, 11th
49, Never-worked, Doctorate
49, Never-worked, 9th
49, Never-worked, Assoc-acdm
49, Local-gov, Masters
49, Local-gov, Assoc-voc
49, Local-gov, Bachelors
49, Local-gov, 10th
49, Local-gov, 1st-4th
49, Local-gov, Prof-school
49, Local-gov, HS-grad
49, Local-gov, 7th-8th
49, Local-gov, 12th
49, Local-gov, Some-college
49, Local-gov, 5th-6th
49, Local-gov, Preschool
49, Local-gov, 11th
49, Local-gov, Doctorate
49, Local-gov, 9th
49, Local-gov, Assoc-acdm
49, Private, Masters
49, Private, Assoc-voc
49, Private, Bachelors
49, Private, 10th
49, Private, 1st-4th
49, Private, Prof-school
49, Private, HS-grad
49, Private, 7th-8th
49, Private, 12th
49, Private, Some-college
49, Private, 5th-6th
49, Private, Preschool
49, Private, 11th
49, Private, Doctorate
49, Private, 9th
49, Private, Assoc-acdm
49, Without-pay, Masters
49, Without-pay, Assoc-voc
49, Without-pay, Bachelors
49, Without-pay, 10th
49, Without-pay, 1st-4th
49, Without-pay, Prof-school
49, Without-pay, HS-grad
49, Without-pay, 7th-8th
49, Without-pay, 12th
49, Without-pay, Some-college
49, Without-pay, 5th-6th
49, Without-pay, Preschool
49, Without-pay, 11th
49, Without-pay, Doctorate
49, Without-pay, 9th
49, Without-pay, Assoc-acdm
49, Self-emp-inc, Masters
49, Self-emp-inc, Assoc-voc
49, Self-emp-inc, Bachelors
49, Self-emp-inc, 10th
49, Self-emp-inc, 1st-4th
49, Self-emp-inc, Prof-school
49, Self-emp-inc, HS-grad
49, Self-emp-inc, 7th-8th
49, Self-emp-inc, 12th
49, Self-emp-inc, Some-college
49, Self-emp-inc, 5th-6th
49, Self-emp-inc, Preschool
49, Self-emp-inc, 11th
49, Self-emp-inc, Doctorate
49, Self-emp-inc, 9th
49, Self-emp-inc, Assoc-acdm
49, State-gov, Masters
49, State-gov, Assoc-voc
49, State-gov, Bachelors
