39, State-gov, Bachelors
63, Self-emp-not-inc, Some-college
63, Federal-gov, HS-grad
40, Private, HS-grad
20, ?, 11th
61, ?, Some-college
40, Private, HS-grad
41, Private, Bachelors
41, Private, Bachelors
27, ?, Bachelors
20, State-gov, Some-college
28, Private, Bachelors
35, Private, HS-grad
31, Private, Bachelors
34, Private, Bachelors
57, Private, Masters
28, Private, HS-grad
38, Private, Some-college
37, Private, Assoc-voc
43, State-gov, Some-college
26, Self-emp-not-inc, HS-grad
26, Private, Some-college
27, Private, Assoc-voc
33, Private, Bachelors
45, Private, Bachelors
65, Private, Bachelors
57, Self-emp-not-inc, Some-college
59, Private, HS-grad
18, Private, Some-college
44, Local-gov, 12th
37, Private, Some-college
27, Private, HS-grad
43, Local-gov, Bachelors
59, Self-emp-inc, Prof-school
19, Private, HS-grad
36, State-gov, HS-grad
68, Self-emp-not-inc, Some-college
63, Private, 11th
37, Private, Some-college
46, Local-gov, Masters
31, Private, Assoc-acdm
23, Private, HS-grad
22, Private, Some-college
49, Private, HS-grad
36, Private, HS-grad
38, Private, Some-college
46, Local-gov, Masters
24, Private, Assoc-acdm
26, Private, Bachelors
47, Private, 7th-8th
40, Private, Some-college
31, Local-gov, Masters
42, Private, 5th-6th
48, Self-emp-inc, Assoc-voc
56, Private, Some-college
50, Private, HS-grad
17, Private, 10th
21, Private, HS-grad
50, Private, HS-grad
49, Private, HS-grad
34, Private, HS-grad
32, Self-emp-not-inc, HS-grad
28, Private, Some-college
62, Self-emp-inc, Bachelors
23, Private, Bachelors
24, State-gov, Masters
31, Private, Assoc-voc
36, Private, HS-grad
58, Private, Assoc-acdm
46, ?, 5th-6th
39, Private, Masters
48, ?, HS-grad
21, Private, HS-grad
39, Private, HS-grad
21, Private, Some-college
33, Private, Assoc-voc
37, Private, HS-grad
29, Local-gov, HS-grad
30, ?, Bachelors
43, Private, HS-grad
22, Private, HS-grad
25, Private, Masters
69, Local-gov, Some-college
17, Private, 11th
18, ?, 11th
54, Private, HS-grad
65, ?, HS-grad
28, Private, 12th
27, Local-gov, Assoc-voc
35, Private, Assoc-acdm
38, Private, Assoc-voc
33, State-gov, HS-grad
26, Private, HS-grad
56, Self-emp-inc, Some-college
38, Private, Bachelors
51, Self-emp-not-inc, Some-college
26, Private, Some-college
33, Private, Bachelors
44, Private, 7th-8th
36, Private, 9th
42, Private, Some-college
44, Private, Assoc-acdm
44, Private, Bachelors
21, Private, Some-college
41, Private, Some-college
41, Private, Doctorate
62, Private, Assoc-voc
27, Private, 11th
38, Private, Bachelors
60, Private, Some-college
24, Private, 12th
24, ?, HS-grad
22, Private, HS-grad
32, ?, Some-college
22, Private, 1st-4th
51, Private, Bachelors
31, Private, Masters
42, Local-gov, Prof-school
48, ?, Assoc-acdm
49, Private, HS-grad
37, Local-gov, Bachelors
37, Self-emp-not-inc, Prof-school
66, Private, Bachelors
18, ?, HS-grad
46, Private, Assoc-voc
52, Private, HS-grad
23, Private, HS-grad
67, Private, HS-grad
19, Private, Some-college
37, Private, Bachelors
42, Self-emp-inc, HS-grad
39, Self-emp-not-inc, Some-college
54, Private, HS-grad
46, Private, HS-grad
47, ?, HS-grad
33, Private, HS-grad
69, Self-emp-not-inc, Some-college
21, Private, Some-college
27, Private, HS-grad
39, Private, HS-grad
23, Private, Some-college
26, Private, Assoc-voc
42, Private, Doctorate
36, Private, HS-grad
24, Private, HS-grad
35, Private, 9th
42, Private, HS-grad
37, Private, Assoc-voc
41, Private, Doctorate
27, Private, Assoc-voc
42, Self-emp-not-inc, Prof-school
44, ?, Bachelors
18, Private, HS-grad
41, Private, Bachelors
31, Private, HS-grad
26, Private, Some-college
67, Private, 1st-4th
37, Private, Some-college
51, Private, HS-grad
26, Private, Some-college
40, Private, Assoc-acdm
25, Private, HS-grad
38, Private, Assoc-voc
43, Private, HS-grad
23, Private, Some-college
44, Private, Bachelors
60, Local-gov, Masters
38, Local-gov, Masters
21, Local-gov, Some-college
18, Private, Some-college
49, Private, Bachelors
43, Private, 5th-6th
26, ?, 11th
36, Private, HS-grad
31, Private, HS-grad
38, Private, HS-grad
43, Self-emp-not-inc, Some-college
58, Private, HS-grad
55, Private, HS-grad
39, Private, Assoc-acdm
38, Private, Bachelors
54, Self-emp-not-inc, HS-grad
57, Self-emp-inc, Prof-school
35, Local-gov, Assoc-acdm
44, Self-emp-not-inc, Prof-school
36, Private, HS-grad
58, Private, HS-grad
39, Private, Some-college
25, Private, Prof-school
54, Local-gov, Bachelors
23, Private, Bachelors
37, Private, Some-college
60, Federal-gov, Assoc-acdm
66, Local-gov, 7th-8th
36, Private, Assoc-acdm
29, Self-emp-not-inc, HS-grad
29, Private, Bachelors
25, Private, Bachelors
62, ?, HS-grad
23, Private, Some-college
38, Private, HS-grad
33, Private, Some-college
49, Self-emp-inc, Some-college
57, Self-emp-inc, HS-grad
57, Local-gov, Bachelors
46, Private, Some-college
37, Self-emp-inc, Masters
43, Self-emp-inc, Bachelors
26, Private, HS-grad
40, Private, Assoc-voc
39, Self-emp-not-inc, HS-grad
39, Private, Assoc-acdm
31, Private, Some-college
31, Private, Bachelors
27, Private, Bachelors
36, Self-emp-not-inc, Bachelors
40, Local-gov, Bachelors
57, Private, HS-grad
24, Private, HS-grad
30, Private, Some-college
28, Private, 12th
22, Private, Bachelors
31, Private, 7th-8th
33, Private, HS-grad
20, Private, Some-college
25, Private, 12th
49, State-gov, Some-college
21, Private, HS-grad
45, Private, Bachelors
36, Local-gov, HS-grad
41, Private, 5th-6th
23, Private, Bachelors
47, Private, Bachelors
41, Private, HS-grad
30, Private, HS-grad
29, Local-gov, Some-college
31, Private, 7th-8th
64, ?, 9th
55, Private, 9th
19, Private, HS-grad
31, State-gov, 12th
18, State-gov, 11th
68, Private, HS-grad
50, ?, Some-college
36, Local-gov, Some-college
44, Private, Prof-school
58, Self-emp-not-inc, HS-grad
20, Private, HS-grad
18, Private, 10th
32, Private, HS-grad
49, Self-emp-not-inc, HS-grad
34, Private, HS-grad
22, Private, HS-grad
40, Private, HS-grad
35, Private, HS-grad
26, Private, Some-college
44, Self-emp-not-inc, 12th
55, Private, HS-grad
21, Private, Assoc-voc
54, Private, Some-college
39, Local-gov, Some-college
52, Private, HS-grad
57, Self-emp-inc, Bachelors
67, ?, 7th-8th
58, State-gov, HS-grad
27, Local-gov, Some-college
66, ?, HS-grad
41, Private, Some-college
18, Private, 11th
58, Private, HS-grad
50, Private, 5th-6th
31, Private, Some-college
32, Private, 10th
37, Self-emp-not-inc, Some-college
26, Self-emp-not-inc, Bachelors
33, Local-gov, Assoc-voc
35, State-gov, HS-grad
44, Private, Bachelors
26, Private, Bachelors
48, Federal-gov, HS-grad
40, Private, Bachelors
62, Private, 10th
37, Private, Prof-school
18, Private, 11th
48, Private, HS-grad
45, Private, Masters
35, Private, Some-college
35, Private, HS-grad
34, Self-emp-not-inc, HS-grad
29, Private, HS-grad
19, Private, Some-college
53, State-gov, Some-college
49, Private, Some-college
71, Private, HS-grad
38, Private, 7th-8th
39, Local-gov, Masters
23, Private, Bachelors
29, Self-emp-inc, Bachelors
52, Private, 5th-6th
41, Private, Some-college
20, Private, Some-college
30, Private, Some-college
56, Private, 10th
26, Private, HS-grad
36, Federal-gov, HS-grad
26, Local-gov, Bachelors
58, Private, Assoc-acdm
24, Private, Bachelors
41, Private, Some-college
27, Private, Some-college
28, State-gov, Some-college
57, Self-emp-inc, HS-grad
21, State-gov, Some-college
50, Private, HS-grad
27, Private, HS-grad
58, Private, Bachelors
27, Self-emp-not-inc, Bachelors
36, Private, HS-grad
68, Local-gov, Bachelors
33, Self-emp-inc, HS-grad
19, Private, Some-college
26, Private, HS-grad
37, Private, HS-grad
53, Private, HS-grad
32, Private, Some-college
18, Private, 11th
53, Private, HS-grad
40, Self-emp-not-inc, Bachelors
50, Private, Some-college
43, Private, Bachelors
60, Private, Bachelors
28, Self-emp-not-inc, HS-grad
34, Private, HS-grad
37, Private, HS-grad
25, Private, HS-grad
46, Private, Masters
21, Private, 11th
26, Private, Bachelors
47, Private, HS-grad
18, Private, 12th
22, Private, Bachelors
36, Private, Some-college
59, Self-emp-not-inc, HS-grad
33, Private, HS-grad
33, Private, 10th
53, Self-emp-inc, Bachelors
44, State-gov, Some-college
55, Private, HS-grad
56, Private, HS-grad
54, Self-emp-not-inc, Some-college
51, Private, HS-grad
31, Private, Some-college
43, Private, Masters
44, Private, HS-grad
22, Private, Some-college
43, State-gov, HS-grad
26, State-gov, Assoc-acdm
30, Private, Bachelors
30, Private, 9th
46, Private, HS-grad
27, Private, Bachelors
26, Private, HS-grad
36, Private, Bachelors
25, Self-emp-not-inc, HS-grad
30, Federal-gov, Prof-school
46, State-gov, HS-grad
47, Private, Some-college
66, Self-emp-inc, Bachelors
43, Private, 10th
71, ?, HS-grad
36, Federal-gov, Bachelors
46, ?, HS-grad
44, Local-gov, Some-college
42, Private, Doctorate
39, Private, Bachelors
36, Private, Assoc-acdm
60, Self-emp-not-inc, Bachelors
37, Private, Some-college
26, Private, Bachelors
24, Private, Bachelors
17, ?, 11th
45, Local-gov, Masters
54, Private, Some-college
22, Private, Some-college
63, Local-gov, Masters
22, Private, HS-grad
27, Private, Some-college
33, Private, 9th
64, Private, Bachelors
50, Private, Assoc-acdm
44, Self-emp-not-inc, Assoc-voc
31, Private, HS-grad
44, Private, HS-grad
53, Self-emp-not-inc, 10th
33, Local-gov, HS-grad
34, Federal-gov, 12th
27, Private, HS-grad
43, ?, Assoc-voc
80, Self-emp-not-inc, HS-grad
31, Private, Assoc-acdm
40, Private, HS-grad
53, Local-gov, Bachelors
58, Private, HS-grad
38, Private, Some-college
33, Private, Prof-school
48, Local-gov, Bachelors
23, Private, Some-college
31, Self-emp-not-inc, HS-grad
52, Self-emp-not-inc, Masters
24, Private, HS-grad
45, Self-emp-not-inc, 9th
36, Private, HS-grad
52, Private, 5th-6th
54, Private, HS-grad
39, Private, Prof-school
40, Private, Bachelors
28, Private, HS-grad
21, ?, Some-college
23, Private, Some-college
36, Self-emp-inc, 7th-8th
22, Private, Some-college
55, Local-gov, Masters
71, Private, HS-grad
47, Private, Doctorate
17, Self-emp-inc, 10th
31, Private, Bachelors
32, Private, Some-college
46, Private, Some-college
27, Private, Bachelors
39, Federal-gov, Some-college
40, Private, HS-grad
30, Private, HS-grad
17, Private, 9th
33, Private, Masters
72, Private, Doctorate
34, Federal-gov, Some-college
65, Private, HS-grad
36, Private, Bachelors
32, Private, HS-grad
26, Private, Some-college
22, Private, HS-grad
47, Private, Prof-school
31, Private, Some-college
28, Self-emp-not-inc, Bachelors
38, Private, Masters
34, Private, Assoc-acdm
44, Private, Bachelors
27, Private, Some-college
50, Local-gov, Bachelors
47, Private, HS-grad
20, Private, Some-college
24, Private, HS-grad
29, Federal-gov, Some-college
37, Local-gov, Assoc-voc
42, Private, Assoc-acdm
20, ?, Some-college
68, Private, Some-college
22, Local-gov, Some-college
72, Self-emp-not-inc, HS-grad
45, Federal-gov, Some-college
30, Local-gov, HS-grad
33, Private, HS-grad
43, Private, HS-grad
56, Private, Some-college
25, Self-emp-not-inc, Assoc-voc
41, Private, HS-grad
25, Private, Bachelors
31, State-gov, Assoc-acdm
36, Private, HS-grad
37, Private, Bachelors
58, Self-emp-not-inc, HS-grad
26, Private, Bachelors
55, Private, Some-college
46, Federal-gov, Some-college
44, Private, Bachelors
44, Private, 11th
28, State-gov, Bachelors
42, Private, 10th
41, Private, HS-grad
39, Private, Bachelors
64, Self-emp-not-inc, Assoc-voc
20, Private, Some-college
45, Local-gov, Some-college
31, Private, HS-grad
36, Federal-gov, Masters
32, Private, 9th
33, Self-emp-not-inc, Assoc-voc
51, Self-emp-not-inc, HS-grad
36, Private, HS-grad
40, Private, HS-grad
44, Private, Assoc-voc
40, Private, HS-grad
46, Private, Assoc-voc
31, Self-emp-not-inc, Prof-school
30, Private, HS-grad
26, Private, HS-grad
25, Private, Bachelors
35, Self-emp-not-inc, Assoc-acdm
29, Private, Prof-school
39, Private, Assoc-acdm
44, Self-emp-not-inc, Some-college
37, Private, HS-grad
79, Self-emp-not-inc, Assoc-voc
36, Private, Bachelors
44, Private, Some-college
23, Private, HS-grad
27, Private, Bachelors
46, Self-emp-not-inc, Bachelors
58, Private, HS-grad
36, Private, Assoc-acdm
36, Private, HS-grad
21, Private, Some-college
41, State-gov, HS-grad
49, Federal-gov, HS-grad
34, Private, Bachelors
29, Private, HS-grad
63, Private, Bachelors
29, Federal-gov, Bachelors
65, Private, Some-college
26, Private, Bachelors
42, Private, Doctorate
44, Private, Some-college
51, ?, HS-grad
41, Self-emp-not-inc, HS-grad
22, Local-gov, Assoc-acdm
36, ?, Some-college
18, Private, 11th
33, Local-gov, 10th
46, Local-gov, Bachelors
49, Private, 11th
41, State-gov, HS-grad
52, Private, Some-college
40, Private, Some-college
53, Federal-gov, Some-college
45, Self-emp-not-inc, HS-grad
30, Local-gov, 10th
56, Private, HS-grad
24, Private, HS-grad
71, Self-emp-not-inc, 7th-8th
20, Self-emp-not-inc, HS-grad
26, Private, Bachelors
34, Private, HS-grad
36, ?, 9th
49, Private, HS-grad
48, Private, Doctorate
22, Private, HS-grad
30, Private, Some-college
51, Private, HS-grad
46, Private, Some-college
32, Self-emp-inc, HS-grad
42, Private, Prof-school
52, State-gov, Some-college
57, Private, HS-grad
35, Private, Some-college
52, Private, Masters
59, ?, 9th
36, Private, Some-college
33, Private, Some-college
67, Local-gov, HS-grad
31, Self-emp-not-inc, Some-college
31, Private, HS-grad
28, Private, Some-college
72, ?, 7th-8th
36, Private, HS-grad
58, Self-emp-not-inc, HS-grad
56, Private, HS-grad
35, Private, Some-college
37, Private, Assoc-voc
44, Private, Bachelors
26, Private, HS-grad
51, Private, HS-grad
31, Private, Some-college
30, Private, Some-college
20, Private, Some-college
21, Private, Some-college
37, Private, Bachelors
53, State-gov, Assoc-voc
54, Private, HS-grad
32, ?, Bachelors
34, ?, Some-college
30, Private, Bachelors
43, State-gov, HS-grad
48, Private, Assoc-voc
42, Self-emp-not-inc, Bachelors
62, Private, HS-grad
31, Private, HS-grad
22, Private, HS-grad
45, Private, Bachelors
34, Private, Some-college
64, Private, HS-grad
42, Self-emp-not-inc, Bachelors
60, Self-emp-not-inc, HS-grad
44, Private, HS-grad
67, ?, 7th-8th
45, Private, Assoc-acdm
53, Self-emp-not-inc, Prof-school
37, Private, Assoc-voc
32, ?, 10th
23, Private, HS-grad
28, Private, Bachelors
55, Private, 7th-8th
58, Private, Masters
74, Self-emp-inc, Some-college
27, Private, HS-grad
37, Private, HS-grad
22, ?, Some-college
44, Self-emp-not-inc, 10th
23, Private, Assoc-acdm
41, Private, Bachelors
45, Private, Some-college
29, Private, HS-grad
33, Private, Bachelors
61, Local-gov, Masters
29, Private, Assoc-acdm
22, Private, Some-college
28, Private, 9th
30, Private, Bachelors
20, Private, Some-college
28, ?, 10th
45, Private, HS-grad
19, ?, Some-college
42, Private, Assoc-acdm
34, Private, HS-grad
31, Private, Bachelors
23, Private, Bachelors
50, Private, HS-grad
40, Private, 10th
57, Private, HS-grad
35, Private, Some-college
24, Private, Bachelors
27, Private, Some-college
27, Local-gov, Some-college
45, Self-emp-inc, HS-grad
80, Private, Doctorate
23, State-gov, Some-college
46, Private, Some-college
38, Private, Bachelors
50, Private, HS-grad
90, Private, Bachelors
55, Private, Some-college
72, Private, HS-grad
65, Private, Some-college
37, Private, 10th
39, State-gov, HS-grad
38, Private, Assoc-voc
46, Private, Some-college
50, Private, HS-grad
54, Private, Assoc-acdm
40, Private, Masters
30, Private, 7th-8th
50, Private, HS-grad
28, Private, Some-college
34, Private, Assoc-voc
55, Private, HS-grad
20, Private, HS-grad
19, ?, Some-college
21, Private, Some-college
39, Private, Some-college
43, Private, HS-grad
33, Local-gov, HS-grad
26, Private, Some-college
45, State-gov, Doctorate
31, State-gov, Some-college
32, Private, 5th-6th
60, Self-emp-not-inc, HS-grad
41, Private, HS-grad
21, Private, Some-college
27, Private, Some-college
33, Private, 5th-6th
43, Private, HS-grad
27, Private, 11th
18, Self-emp-not-inc, 10th
48, Self-emp-not-inc, Some-college
37, Private, 7th-8th
58, Private, HS-grad
57, Private, 12th
42, Local-gov, Bachelors
24, Private, HS-grad
26, Private, Bachelors
43, Self-emp-inc, HS-grad
34, Private, 11th
38, Private, Bachelors
51, Self-emp-not-inc, 11th
31, ?, HS-grad
49, Self-emp-not-inc, Doctorate
26, Private, Bachelors
28, Private, HS-grad
22, Federal-gov, Some-college
26, Private, HS-grad
45, Private, 9th
39, Private, Some-college
23, Private, HS-grad
62, ?, HS-grad
42, Local-gov, Bachelors
39, Federal-gov, HS-grad
43, Federal-gov, Assoc-voc
33, Self-emp-not-inc, Some-college
68, State-gov, Bachelors
30, ?, Masters
32, Private, Bachelors
25, Private, Some-college
53, Private, 5th-6th
38, Private, Assoc-voc
62, ?, HS-grad
20, Private, HS-grad
26, Private, HS-grad
23, Private, HS-grad
43, State-gov, HS-grad
29, State-gov, Some-college
34, Private, 10th
24, Private, Some-college
44, Local-gov, Masters
19, Private, Some-college
47, Private, Bachelors
40, Private, Some-college
45, Private, HS-grad
43, Private, HS-grad
22, ?, 9th
50, Private, Doctorate
72, ?, Some-college
29, Private, Bachelors
47, Private, Bachelors
24, Private, HS-grad
22, ?, Some-college
21, Private, HS-grad
30, Self-emp-not-inc, HS-grad
37, Private, Some-college
74, Self-emp-not-inc, Prof-school
70, Self-emp-not-inc, Some-college
27, Private, Assoc-voc
32, Local-gov, Bachelors
30, Private, 11th
29, Local-gov, Assoc-voc
18, Private, 11th
31, Private, HS-grad
39, State-gov, Some-college
21, Private, Some-college
31, Private, HS-grad
33, Local-gov, Some-college
39, Private, Prof-school
29, Private, HS-grad
34, Private, Some-college
52, State-gov, Bachelors
35, Private, HS-grad
33, Private, 10th
40, ?, 9th
43, Private, Bachelors
66, ?, 1st-4th
51, Local-gov, Bachelors
36, Private, HS-grad
17, Local-gov, 11th
32, Private, HS-grad
39, Private, HS-grad
19, Self-emp-inc, Some-college
54, Private, 11th
45, Private, Bachelors
47, Local-gov, Bachelors
49, Self-emp-not-inc, HS-grad
32, Private, HS-grad
28, Self-emp-inc, HS-grad
39, Self-emp-inc, Bachelors
27, Self-emp-inc, HS-grad
42, Local-gov, Masters
24, Private, Bachelors
45, Private, Bachelors
19, Private, HS-grad
46, Private, 10th
50, Private, HS-grad
32, Private, HS-grad
47, Self-emp-inc, Prof-school
69, ?, Bachelors
43, Self-emp-not-inc, HS-grad
29, Private, Bachelors
43, Federal-gov, Prof-school
90, Private, Bachelors
41, Private, Prof-school
24, Private, Preschool
24, Private, Some-college
24, Private, Some-college
35, Private, HS-grad
30, Private, Bachelors
46, Private, Bachelors
19, Local-gov, Some-college
39, Private, 9th
43, Private, HS-grad
35, Private, HS-grad
65, Private, HS-grad
34, Private, HS-grad
41, Private, Assoc-voc
24, Self-emp-not-inc, Some-college
24, Private, HS-grad
34, Self-emp-inc, Masters
33, Private, HS-grad
37, Private, HS-grad
39, Self-emp-not-inc, HS-grad
58, Private, HS-grad
36, Self-emp-not-inc, HS-grad
33, Federal-gov, Some-college
42, Local-gov, Masters
31, Private, Some-college
57, Private, HS-grad
67, Federal-gov, HS-grad
23, Private, HS-grad
35, Private, Some-college
43, Private, Bachelors
39, Self-emp-not-inc, Some-college
36, Private, HS-grad
29, Local-gov, Assoc-acdm
25, Private, HS-grad
54, Private, 10th
24, Private, HS-grad
50, Self-emp-inc, Bachelors
70, Private, 10th
61, Private, Bachelors
51, Federal-gov, Bachelors
38, Self-emp-not-inc, Masters
51, Private, HS-grad
28, Private, HS-grad
66, Self-emp-not-inc, Prof-school
57, Self-emp-inc, HS-grad
44, Self-emp-inc, Bachelors
29, Private, Some-college
21, Private, Some-college
42, Private, 10th
74, Private, Prof-school
50, Private, Some-college
65, Private, HS-grad
64, ?, HS-grad
44, Private, 11th
34, Private, Assoc-voc
17, Private, 10th
17, ?, 10th
43, Private, Some-college
32, Private, Assoc-acdm
54, Private, Bachelors
20, Private, Some-college
23, Private, Some-college
34, Private, HS-grad
30, Private, Some-college
32, Private, 7th-8th
40, Private, Bachelors
28, Private, Some-college
44, Private, HS-grad
29, Local-gov, Assoc-voc
28, Private, Doctorate
37, Private, Some-college
56, Self-emp-inc, Some-college
27, Private, Bachelors
34, Private, HS-grad
37, Private, HS-grad
66, Self-emp-not-inc, Bachelors
19, Private, HS-grad
60, Private, Assoc-voc
54, Self-emp-not-inc, Some-college
47, Private, HS-grad
47, Private, Some-college
48, Self-emp-inc, Assoc-voc
57, ?, HS-grad
50, Self-emp-inc, Some-college
62, Private, 9th
45, Private, Some-college
55, Local-gov, HS-grad
62, Private, HS-grad
25, Private, 10th
49, Private, 11th
32, State-gov, Some-college
25, Federal-gov, HS-grad
39, Private, Some-college
27, Local-gov, Some-college
43, Private, HS-grad
30, Private, HS-grad
21, Private, Some-college
33, Private, Prof-school
33, Private, Some-college
33, Private, 11th
70, Private, 7th-8th
25, Private, Some-college
17, Private, 11th
20, Private, Some-college
19, Private, Some-college
71, Federal-gov, Some-college
31, Private, Assoc-acdm
26, Private, Bachelors
52, Private, Masters
26, Private, Bachelors
38, Private, HS-grad
25, Private, Some-college
22, Private, Bachelors
48, State-gov, Some-college
53, Private, HS-grad
30, Self-emp-not-inc, Assoc-acdm
44, Private, Some-college
32, Federal-gov, Bachelors
59, Self-emp-not-inc, 11th
49, Private, Some-college
65, ?, HS-grad
31, Private, HS-grad
53, Private, 5th-6th
44, Private, 9th
36, Private, Bachelors
36, Private, HS-grad
37, Private, 9th
63, ?, Bachelors
67, Self-emp-inc, HS-grad
29, Private, Bachelors
52, Private, HS-grad
37, Private, HS-grad
21, Private, Some-college
36, Private, Some-college
24, Private, HS-grad
31, Private, HS-grad
54, Federal-gov, HS-grad
44, Private, Bachelors
18, Private, Some-college
41, Private, HS-grad
37, Self-emp-inc, Masters
30, Private, HS-grad
26, State-gov, Bachelors
68, Self-emp-not-inc, Doctorate
31, Private, Some-college
48, Private, HS-grad
80, ?, HS-grad
26, Private, Some-college
63, Private, 9th
19, Private, Some-college
30, ?, Some-college
42, Self-emp-inc, HS-grad
64, Federal-gov, Assoc-acdm
32, Private, Bachelors
50, Private, HS-grad
73, Private, HS-grad
32, Private, Bachelors
53, Private, Some-college
58, Private, Bachelors
37, Local-gov, Some-college
24, Private, Some-college
53, Private, Bachelors
23, Private, Some-college
42, ?, Assoc-acdm
30, Private, HS-grad
38, Private, Bachelors
28, Private, HS-grad
19, Private, 12th
45, Private, HS-grad
26, Private, Bachelors
33, Private, 9th
29, Private, HS-grad
54, Private, Masters
23, Private, Some-college
43, Self-emp-inc, HS-grad
37, Private, 9th
31, Private, 7th-8th
56, Self-emp-inc, 12th
25, Private, 11th
17, Private, 11th
37, Private, HS-grad
60, Private, Assoc-voc
59, Federal-gov, Bachelors
59, Federal-gov, HS-grad
46, Self-emp-not-inc, Prof-school
28, ?, HS-grad
33, ?, HS-grad
24, Private, HS-grad
29, Private, HS-grad
33, Self-emp-not-inc, Assoc-voc
29, ?, HS-grad
23, State-gov, Some-college
20, Private, Some-college
60, Private, HS-grad
44, Private, 10th
18, Private, HS-grad
52, Federal-gov, 12th
31, Private, HS-grad
30, Private, Bachelors
33, Private, HS-grad
20, Private, Some-college
27, ?, Bachelors
33, Private, Assoc-voc
25, Private, HS-grad
63, Private, HS-grad
63, Self-emp-not-inc, Some-college
43, Private, HS-grad
58, Private, 11th
70, ?, Assoc-voc
35, Private, Assoc-voc
42, Private, Some-college
20, Local-gov, Some-college
35, Private, HS-grad
62, Private, 9th
41, Private, HS-grad
43, Self-emp-not-inc, Bachelors
19, Private, 12th
46, Private, HS-grad
47, Private, Bachelors
36, Self-emp-not-inc, Bachelors
45, Private, Assoc-acdm
48, Private, 10th
29, Private, Assoc-acdm
48, State-gov, Bachelors
36, Private, HS-grad
58, Private, 11th
43, Private, HS-grad
59, Private, Bachelors
42, Private, Bachelors
33, Federal-gov, Assoc-voc
23, Federal-gov, Some-college
21, Private, Some-college
48, Private, 5th-6th
32, Local-gov, HS-grad
31, Private, Some-college
66, Local-gov, Masters
23, Local-gov, Bachelors
52, Private, Some-college
17, Private, 11th
35, Private, Some-college
39, Private, Doctorate
21, ?, Some-college
24, Private, Some-college
45, Private, HS-grad
25, Private, HS-grad
29, Federal-gov, Bachelors
56, Private, Bachelors
34, Self-emp-not-inc, HS-grad
64, Local-gov, HS-grad
27, Private, HS-grad
47, Private, HS-grad
36, Private, Bachelors
44, Federal-gov, HS-grad
31, Private, HS-grad
23, Private, HS-grad
45, Local-gov, Some-college
31, Local-gov, HS-grad
45, Private, 10th
42, Private, HS-grad
33, Private, Assoc-acdm
33, Local-gov, Masters
30, Self-emp-not-inc, Some-college
25, Private, Some-college
33, Private, Masters
70, Self-emp-not-inc, Masters
22, Private, 9th
30, Private, Bachelors
46, Private, Assoc-acdm
43, Self-emp-not-inc, 12th
37, Private, 7th-8th
59, Self-emp-inc, Some-college
51, Self-emp-not-inc, HS-grad
47, Private, Bachelors
36, Private, Some-college
73, Local-gov, 5th-6th
32, Local-gov, Masters
34, Private, HS-grad
51, Local-gov, HS-grad
20, Private, HS-grad
57, Private, Some-college
19, Private, Some-college
45, Private, 12th
55, Private, 10th
60, Private, Some-college
19, Private, HS-grad
35, Private, HS-grad
20, Private, HS-grad
34, Local-gov, Bachelors
26, Private, Prof-school
73, Federal-gov, Some-college
27, Private, Masters
37, Self-emp-not-inc, Assoc-voc
73, Self-emp-not-inc, HS-grad
46, Federal-gov, Assoc-voc
36, Local-gov, HS-grad
54, Self-emp-not-inc, HS-grad
49, Private, 11th
68, Local-gov, HS-grad
34, Private, Bachelors
30, Private, Assoc-voc
28, Private, Bachelors
28, Private, 11th
25, Local-gov, Some-college
26, Private, Some-college
40, Private, Some-college
32, Local-gov, HS-grad
60, ?, 11th
18, Private, 12th
36, Private, Bachelors
26, Private, Bachelors
24, Private, HS-grad
90, Local-gov, HS-grad
20, Private, Some-college
27, Private, Bachelors
58, Local-gov, Bachelors
37, Private, Masters
65, ?, HS-grad
28, Private, HS-grad
36, Local-gov, Bachelors
45, Local-gov, HS-grad
23, Private, HS-grad
69, Local-gov, HS-grad
58, Self-emp-not-inc, HS-grad
22, Private, HS-grad
58, Self-emp-not-inc, Bachelors
53, Federal-gov, Some-college
44, Self-emp-inc, HS-grad
31, Private, 10th
46, Private, Bachelors
48, Private, HS-grad
46, Federal-gov, Some-college
43, Private, 9th
43, Private, Some-college
17, Self-emp-inc, 10th
20, Private, Some-college
22, Private, Some-college
19, ?, Some-college
35, Private, Some-college
29, Private, Bachelors
18, ?, Some-college
25, Private, HS-grad
54, Private, 10th
23, Private, Some-college
36, Private, 5th-6th
26, Self-emp-not-inc, HS-grad
25, Local-gov, HS-grad
46, Private, 9th
41, Private, Some-college
31, Private, HS-grad
48, Federal-gov, Masters
52, Self-emp-inc, Masters
22, Federal-gov, HS-grad
18, Private, HS-grad
46, Private, Some-college
34, Local-gov, Some-college
30, Federal-gov, HS-grad
31, Private, 11th
21, Private, HS-grad
41, Self-emp-not-inc, HS-grad
45, State-gov, Bachelors
30, State-gov, Bachelors
21, Private, 9th
44, Private, Some-college
54, Private, 11th
36, Private, HS-grad
50, Private, Bachelors
26, Private, Bachelors
47, Local-gov, Prof-school
36, Private, HS-grad
32, Self-emp-not-inc, Some-college
21, Private, 10th
30, Private, HS-grad
34, Private, HS-grad
51, Private, HS-grad
55, Self-emp-not-inc, 10th
43, Private, Some-college
37, Private, HS-grad
28, Local-gov, Some-college
39, Private, Some-college
35, Self-emp-not-inc, HS-grad
59, ?, Masters
26, Private, HS-grad
68, Private, HS-grad
46, Private, Prof-school
21, Private, HS-grad
